Link,DSA AppId,Project Name,Project Scope,Project Cert Type,Project Type,Final Project Cost,Approved Date,Address,City
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101110,01 101110,Various Sites,"Alterations To: Various Sites @ A.P. Giannini Middle School, Benjamin Franklin Middle, Hillcrest Elementary, Horace Mann Academic Middle School, James Denman Middle, James Lick Middle, Jose Ortega Elem., Junipero Serra Elem., Leonard R. Flynn Elem.",#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$7,094,910.75",12/11/1998,,
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101111,01 101111,Various Sites,"Alteration To: Various Sites @ George Washington Carver Elem., Chinese Ed. Center Elem., Downtown High, Dr. Charles Drew Elem., Claire Lileinthal Elem., John Muir Elem., Newcomer High, Paul Revere Elem., & Annex, Franklin Roosevelt High, Sunnyside,",#1-Certification & Close of File,School (K-12),"$187,076.62",12/11/1998,,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101112,01 101112,Luther Burbank Middle School,Alterations To: M.S. Tech & Elec. Upgrade,#3-Close of File w/o Certification - Exceptions,School (K-12),"$8,286.56",12/11/1998,325 La Grande Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101118,01 101118,Visitacion Valley Elementary School,Alterations To: Visitacion Valley Elementary (Computer Cabling),,School (K-12),$0.00,,55 Schwerin Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101145,01 101145,Aptos Middle School,Construction of Alterations to main building.,#1-Certification & Close of File,School (K-12),"$2,369,024.00",11/12/1999,105 Aptos Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101149,01 101149,Guadalupe Elementary School,Reconstruction/Rehabilitation of entire school.,,School (K-12),$0.00,1/15/1999,859 Prage Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101161,01 101161,Juniper Serra Elementary School,Additions To: One Portable Classroom In Play yard.,,School (K-12),$0.00,,625 Holly Park Circle,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101162,01 101162,John Swett Elementary School,Relocation To: One Portable Classroom In Play Yard.,,School (K-12),$0.00,,727 Golden Gate Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101163,01 101163,Alvarado Elementary School,Relocation To: Two Portable Classrooms In Lower Play Yard.,,School (K-12),$0.00,4/22/2005,625 Douglas Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101165,01 101165,William R. De Avila Elementary School - Phase 1,Reconstruction/Rehabilitation of entire school.,#1-Certification & Close of File,School (K-12),"$1,000,425.29",2/17/2000,1351 Haight Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101166,01 101166,William R. De Avila Elementary School - Phase 2,Reconstruction/Rehabilitation of entire school.,,School (K-12),$0.00,,1351 Haight Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101307,01 101307,John Yehall Chin Elementary School,Reconstruction/Rehabilition Of: John Yehall Chin Elementary School,#1-Certification & Close of File,School (K-12),"$147,063.52",11/5/2000,350 Broadway Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101465,01 101465,Galileo High School,Construction of Reconstruction/Rehabiliation Of: West & East Academic Building; Gymnasium.,#1-Certification & Close of File,School (K-12),"$7,472,855.85",3/29/2000,1150 Francisco Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101568,01 101568,Herbert Hoover Middle School,Alterations To: Herbert Hoover Middle School,#1-Certification & Close of File,School (K-12),"$140,089.16",8/30/1999,2290 14th Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101694,01 101694,Glen Park Elementary School,Alterations To: (1) Main Classroom Bldg. - Boiler Replacement.,#3-Close of File w/o Certification - Exceptions,School (K-12),"$159,051.00",6/22/1999,175 Lippard Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101695,01 101695,Miraloma Elementary School,Construction of Alterations To: Main Classroom Building - Boiler Replacement.,#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$135,000.00",6/22/1999,175 Omar Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101932,01 101932,Marina Middle School,Alterations To: Marina Middle School,#3-Close of File w/o Certification - Exceptions,School (K-12),"$32,277.57",2/16/2000,3500 Fillmore Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=101937,01 101937,Various Sites,Construction Of: Main Classroom Building - Boiler Replacement.,#3-Close of File w/o Certification - Exceptions,School (K-12),"$817,856.00",10/21/1999,555 Portola Drive,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102040,01 102040,Hillcrest Elementary School,"Reconstruction/Rehabilitation Of: Hillcrest Elementary School Dlassroom, Administration, and Assembly Rooms.",#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$1,080,473.00",7/13/2000,18 Silver Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102090,01 102090,Luther Burbank Middle School,"Reconst./Rehabilitation Of: Luther Burbank Middle School Clsrm, Administration, & Assembly Rooms.",#3-Close of File w/o Certification - Exceptions,School (K-12),$0.00,8/7/2000,324 La Grande Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102167,01 102167,Various Sites,Alterations to main classroom building (boiler replacement).,#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$23,151.50",1/3/2000,N/a,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102238,01 102238,Garfield Elementary School,Alterations To: Garfield Elementary School (Beam Damage Repair),#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$126,471.99",6/5/2000,420 Filbert Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102343,01 102343,Parkside Elementary School,"Alts. to: Wood Frame, Plaster Walls, Composite Roof.",,History of Special Project,$0.00,,2550 25th Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102378,01 102378,Sanchez Elementary School,Alterations to main building.,,School (K-12),$0.00,,325 Sanchez Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102423,01 102423,Various Sites,Alterations to main classroom bldg - boiler replacement.,#3-Close of File w/o Certification - Exceptions,School (K-12),"$741,409.00",7/6/2000,,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102444,01 102444,Sanchez Elementary School,Alterations to main building.,#3-Close of File w/o Certification - Exceptions,School (K-12),$0.00,3/31/2000,325 Sanchez Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102583,01 102583,Dr. Charles Drew Elementary School,"Alterations To: Custodial, Library Exterior Wall Repairs & Replacement.",#1-Certification & Close of File,School (K-12),"$74,000.00",9/23/2005,50 Pamona Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102595,01 102595,Parkside Elementary School,Construction of Construction Of: Parkside Elementary School.,#1-Certification & Close of File,School (K-12),"$14,258,222.00",10/21/2003,2550 25th Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102805,01 102805,West Portal Elementary School,Construction Of:  Portable Modular Classrooms.,#3-Close of File w/o Certification - Exceptions,School (K-12),$0.00,5/30/2000,5 Lenox Way,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=102824,01 102824,New Traditions Elementary School,Alteration To: Main Academic Building (Electrical Infrastructure Increment).,,School (K-12),$0.00,10/4/2000,2049 Grove Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103086,01 103086,Various Sites,"Construction of ALTERATIONS TO: MAIN CLASSROOM BUILDING - BOILER REPLACEMENT, SPRING VALLEY, 21ST CENTURY ACADEMY, PHILIP & SARA BURTON.",#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$768,460.00",11/6/2000,,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103176,01 103176,Mission High School,RECONSTRUCTION/REHABILIATION OF: MAIN BUILDING.,,School (K-12),$0.00,3/7/2001,3750 18th Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103205,01 103205,Sheridan Elementary School,"ALTERATIONS TO: MULTI-PURPOSE BUILDING, NORTH WING, SOUTH WING.",,School (K-12),$0.00,10/4/2000,431 Capitol Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103229,01 103229,Cesar Chavez Street,Alteration to BICYCLE/PEDESTRIAN PATH.,,Access Compliance Only - NOT K-14,$0.00,,Cesar Chavez,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103338,01 103338,Various Sites,"ALTERATIONS TO: MAIN CLASSROOM BUILIDNG - BOILER - BOILER REPLACEMENT @ ALAMO, GOLDEN GATE, LONGFELLOW ELEMENTARY SCHOOLS.",#3-Close of File w/o Certification - Exceptions,School (K-12),"$507,797.00",5/1/2001,,
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103400,01 103400,Rooftop Elementary School,Additions to INSTALLATION OF NEW PLAYSTRUCTURE.,,Access Compliance Only - NOT K-14,$0.00,,443 Burnett Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103424,01 103424,School Of The Arts,"Construction of REHABILIATION OF: VAN NESS BUILDING, NORTH & SOUTH WINGS.",,History of Special Project,$0.00,,135 Van Ness Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103437,01 103437,Various Sites,ALTERATIONS TO: MAIN CLASSROOM BUILDING- BOILER REPLACEMENT,#3-Close of File w/o Certification - Exceptions,School (K-12),"$674,885.00",5/1/2001,550 Tompkins Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103742,01 103742,Bessie Carmichael E.s.,Construction of CONSTRUCTION OF: BESSIE CARMICHAEL ELEMENTARY ENTIRE FAMILY,#1-Certification & Close of File,School (K-12),"$13,385,714.00",2/15/2002,,
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103912,01 103912,William Cobb Elementary School,Reconstruction/Rehabilitation of Play Structure.,,Access Compliance Only - NOT K-14,$0.00,,2725 California Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103913,01 103913,Mission Child Development Center,Reconstruction/rehabilitation of Play Structure.,,Access Compliance Only - NOT K-14,$0.00,,2950 Mission Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=103914,01 103914,Noriega Child Development Center,Reconstruction/rehabilitation of Play Structure.,,Access Compliance Only - NOT K-14,$0.00,,1775 - 44th Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104286,01 104286,New Traditions Elementary School,Alteration to :MAIN BUILDING,,School (K-12),$0.00,4/3/2002,2049 Grove Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104467,01 104467,Harvy Milk Elementary School,Construction of Playground Play structure,,Access Compliance Only - NOT K-14,$0.00,,4235 19th Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104545,01 104545,Jean Parker Elementary School,Construction of Play Yard Structure and revisions to ground floor restrooms and accessible parking.,,Access Compliance Only - NOT K-14,$0.00,8/2/2005,840 Broadway Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104578,01 104578,International Studies Academy High School,Alteration to: whole campus for Fire Alarm system,#1-Certification & Close of File,School (K-12),"$109,216.77",6/11/2003,693 Vermont Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104579,01 104579,Redding Elementary School,Alteration to: Whole campus for Fire Alarm system,#1-Certification & Close of File,School (K-12),"$170,810.26",8/26/2005,1421 Pine Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104581,01 104581,Marshall Elementary School,Alteration to: Whole campus for Fire Alarm system,#1-Certification & Close of File,School (K-12),"$84,528.20",6/11/2003,1575-15th Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104582,01 104582,Bryant Elementary School,Alteration to: Whole campus for Fire Alarm system,#1-Certification & Close of File,School (K-12),"$142,935.00",6/12/2003,1050 York Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104583,01 104583,21st Century Academy Elementary School,Alteration to: Whole campus for Fire Alarm system,#1-Certification & Close of File,School (K-12),"$178,200.00",8/26/2005,2055 Silver Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104584,01 104584,Daniel Webster Elementary School,Alteration to: Whole campus for Fire Alarm system,#1-Certification & Close of File,School (K-12),"$119,408.00",6/12/2003,456 Missouri Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104689,01 104689,Enola D. Maxwell School (formerly Potrero Middle School),Alteration to Campus buildings for Fire Alarm,#1-Certification & Close of File,School (K-12),"$319,801.35",6/12/2003,655 De Haro Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104691,01 104691,San Miguel Children Center,"Alteration to: One classroom, one all-purpose, one cafeteria building for Fire Alarm",#1-Certification & Close of File,School (K-12),"$50,000.00",6/12/2003,300 Seneca Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104692,01 104692,Guadalupe Elementary School,Alteration to Entire campus for Fire Alarm,#1-Certification & Close of File,School (K-12),"$120,262.11",6/12/2003,859 Prague Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104693,01 104693,Alvarado Elementary School,Alteration to: Entire campus for Fire Alarm,#1-Certification & Close of File,School (K-12),"$166,000.00",6/12/2003,625 Douglass Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104694,01 104694,Benjamin Franklin Middle School,Alteration to Entire campus for Fire Alarm,#1-Certification & Close of File,School (K-12),"$267,421.51",6/12/2003,1430 Scott Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104828,01 104828,Bret Harte Elementary School,Construction of Play Structure,,Access Compliance Only - NOT K-14,$0.00,11/29/2004,1035 Gilman Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104838,01 104838,South Of Market Health Center,Alteration to Alterations to Health Center,,Access Compliance Only - NOT K-14,$0.00,,551 Minna Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=104914,01 104914,Bryant Child Development Center,Construction of Playground Structure,,Access Compliance Only - NOT K-14,$0.00,,1060 York Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=105011,01 105011,Spring Valley Elementary School,Construction of Playground Structure,,Access Compliance Only - NOT K-14,$0.00,11/16/2004,1451 Jackson Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=105019,01 105019,Las Americas Childcare Center,Alteration to Landscaped Areas at existing Playground,,Access Compliance Only - NOT K-14,$0.00,7/26/2005,801 Treat Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=105082,01 105082,New Traditions Alternative School,Construction of Playground structure.,,Access Compliance Only - NOT K-14,$0.00,12/13/2002,2049 Grove Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=105085,01 105085,Cesar Chavez Elementary School,Alteration to Existing playground.,,Access Compliance Only - NOT K-14,$0.00,12/20/2002,825 Shotwell Street,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=105132,01 105132,San Miguel Childcare Ctr - Playstructure & Matting,Construction of New play structure and matting- SEE ACS COMPLIANCE NOTES BELOW REGARDING PHASE #2 Alteration to Access upgrades due to upgraded playstuctures approved in phase 1.,,Access Compliance Only - NOT K-14,$0.00,2/18/2003,300 Seneca Avenue,San Francisco
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=01&AppId=105133,01 105133,Presidio Childcare Ctr.-Landscape Improvement,Alteration to Landscape area at existing playground,,Access Compliance Only - NOT K-14,$0.00,1/24/2003,Bldg. 687 Presidio Of  Sf,San Francisco
