Link,DSA AppId,Project Name,Project Scope,Project Cert Type,Project Type,Final Project Cost,Approved Date,Address,City
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100578,04 100578,Fairfax Elementary School,"ALTERATIONS TO:  4 CR BLDGS(A,B,C,D) EXIST(A-59995,5224,6795,11026); 2 CR BLDGS(E)(A-11883); 2 CR BLDGS (CC)(A-45026); 2 CR BLDGS(RELOCATABLES)(A-100230)
FIRE ALARM UPGRADES",#1-Certification & Close of File,School (K-12),"$60,000.00",11/6/1998,1362 Pacific,San Bernardino Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100591,04 100591,Quail Valley Middle School,"Construction of 2-Classroom Buildings (Relocatable, PC#253)",#1-Certification & Close of File,School (K-12),$0.00,8/21/1998,10050 Arrowhead Rd,Phelan Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100592,04 100592,Pinon Mesa Middle School,CONSTRUCTION OF:1 CR BLDG[RELOCATABLE] PC-253,#1-Certification & Close of File,School (K-12),"$60,000.00",8/20/1998,9298 Sheep Creek Rd.,Phelan Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100593,04 100593,Phelan Elementary School,"Construction of 2-Classroom Buildings (Relocatable, PC-253)",#1-Certification & Close of File,School (K-12),"$80,000.00",8/21/1998,4167 Phelan Rd.,Phelan Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100594,04 100594,Baldy Mesa Elementary School,"Construction of 2-Classroom Buildings (Relocatable, PC-253)",#1-Certification & Close of File,School (K-12),"$80,000.00",8/21/1998,10376 Baldy Mesa Rd.,Phelan Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100614,04 100614,Luna Elementary School,CONSTRUCTION OF (NEW E.S. CAMPUS) ADMIN BLDG #100; LIB/MEDIA BLDG #200; KG BLDG #300; SHADE STRUCTURE #400; MP BLDG #500; 27 CR BLDGS (RELOCATABLES); COVERED WALKWAYS; FLAGPOLES; STEEL BALLWALL; CMU RETAINING WALLS; TRASH ENCLOSURE; CONC RAMPS; SITEWORK,#1-Certification & Close of File,School (K-12),"$539,331.00",1/26/1999,Amethyst & Luna Rd.,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100645,04 100645,Various/silver Valley Usd.,"CONSTRUCTION OF CR BLDG (RELOCATABLE) @ YERMO ES;
ALTERATIONS TO FOUR CR BLDGS (RELOCATION) @ LEWIS ES",#1-Certification & Close of File,School (K-12),"$153,305.18",8/27/1998,Various,Various
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100673,04 100673,Yucaipa High School,Construction of 1-Lunch/Shade Structure,,School (K-12),$0.00,8/27/1998,33000 Yucaipa Blvd.,Yucaipa Cal.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100689,04 100689,Yucaipa High School,"Relocation of 6-Classroom Buildings (Relocatable, A#65965)",#1-Certification & Close of File,School (K-12),"$118,868.53",9/11/1998,33000 Yucaipa Blvd.,"Yucaipa, Ca"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100700,04 100700,Nutrition Center/computer Trng. Area/san Bernardino Usd  (portion Ii),CONSTRUCTION OF SITEWORK (PORTION I); 1 CR BLDG (RELOCATABLE) PC-(PORTION II),#1-Certification & Close of File,School (K-12),"$245,476.00",6/23/1999,1257 Northpark Blvd.,"San Bernardino, Ca"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100707,04 100707,Various/ San Bernardino City Usd.,"CONSTRUCTION OF:6 CR BLDGS [RELOCATABLE] PC-282
1@INGRAHAM ES;4 @ SAN ANDREAS HS;1@ THOMPSON ES",#1-Certification & Close of File,School (K-12),$0.00,9/30/1998,Various,San Bernardino Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100765,04 100765,Valley Elementary School,ALTERATIONS TO ONE 24 X 40 CLASSROOM BUILDING (RELOCATION) FROM STOCKPILE A-04-100263,#1-Certification & Close of File,School (K-12),"$8,900.00",11/6/1998,12333 8th Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100781,04 100781,Shandin Hills Middle School,Construction of 1-Bus Drop-off and Loading Area,#1-Certification & Close of File,School (K-12),"$156,807.00",11/6/1998,4301 Little Mountain Dr.,San Bernardino Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100819,04 100819,Yucaipa High School,"Alterations to 2-Locker Room Buildings A & B (A#27618); Construction of 2-Swimming Pools & Site Improvements, 1-Pool Mechanical Building C",,School (K-12),$0.00,7/6/1999,33000 Yucaipa Blvd.,Yucaipa Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100822,04 100822,Bonnie Oehl Elementary School,"Construction of 1-Classroom Building  (Relocatable, 24x40, PC#282) and related Site Work",#1-Certification & Close of File,School (K-12),$0.00,2/2/1999,2525 Pal Avenue,San Bernardino Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100871,04 100871,Del Vallejo Middle School,"Construction of 3-Classroom Buildings (Relocatable, PC-282)",#1-Certification & Close of File,School (K-12),$0.00,12/17/1998,1855 East Lynwood Drive,"San Bernardino, Ca"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100894,04 100894,Parkview Middle School,Construction of CONSTRUCTION OF:  PREMANUFACTURED BUS SHELTER,,School (K-12),$0.00,,34875 Tahoe Dr.,"Yucaipa Cal.,"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100914,04 100914,Regional Tech. Ed. Center / San Berdo. Co. School Dist.,"CONSTRUCTION OF:  1 CR BLDG (F), MP BLDG (G)",,School (K-12),$0.00,4/16/1999,1505 Rialto Street,"San Bernardino Cal.,"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100926,04 100926,Cobalt Middle School,ALTERATIONS TO:  TWELVE(24X40) CR BLDGS(RELOCATION)(A-53609),#1-Certification & Close of File,School (K-12),$0.00,1/26/1999,,Victorville Cal.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100934,04 100934,Baldy Mesa Elementary School,"Construction of 1-Toilet Building (Relocatable, PC-272)",#1-Certification & Close of File,School (K-12),$0.00,1/26/1999,10376 Baldy Mesa Rd.,"Phelan Cal.,"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100950,04 100950,Dunlap Elem. School,"ALTERATIONS TO BUILDING ""B"" - REPLACE SWITCHGEAR (A-10413)",1 YR VOID,School (K-12),$0.00,1/21/1999,Dunlap Avenue & Yucaipa,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101016,04 101016,Various:  San Bernardino City Unified School District,"CONSTRUCTION OF 33 24 X 40 RELOCATABLE C/R BLDGS. (PC-282): 4 @ LINCOLN E.S., 2 @ LANKERSHIM E.S., 3 @ RILEY E.S., 3 @ VERMONT E.S., 5 @ WILSON E.S., 1 @ PALMAVE E.S., 2 @ ARROW M.S., 4 @CAJON H.S.,(3)@PACIFICH.S.,(3)@SANBERNARDINOH.S,(3)@GORGONIA H.",#1-Certification & Close of File,School (K-12),"$1,554,253.29",10/6/1999,,Higland & San Bernardino
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101054,04 101054,Arrowview Middle School,"ALTERATIONS TO EXISTING CLASSROOMS, NEW HVAC SYSTEMS, BUILDING: ""A-8970 / BUILDING ""C, A-2108",#1-Certification & Close of File,School (K-12),"$659,302.00",6/10/1999,"2299 N. ""g"" Street","San Bernardino, Ca"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101145,04 101145,Various . Victor Elem. School District,"RELOCATION OF:2 CR BLDGS  A-04-100140
1@LOMITAS  ES; 1@PUESTA ES;",#1-Certification & Close of File,School (K-12),"$30,000.00",5/4/1999,12571 First Avenue,"Victorville Cal.,"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101146,04 101146,Brentwood Elem. School,CONSTRUCTION OF FIVE CLASSROOM BUILDINGS (RELOCATABLE) PC-275,#1-Certification & Close of File,School (K-12),"$275,558.00",5/4/1999,13962 Hook Blvd.,"Victorville Cal.,"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101253,04 101253,Verdemont Middle School,CONSTRUCTION OF:  NEW MIDDLE SCHOOL,,School (K-12),$0.00,,Blemont Avenue ( Extension Of Magnolia),San Bernardino
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101354,04 101354,Various: San Bernardino City Unified School District,"ALTERATIONS TO BUILDING ""N"" @ SAN BERNARDINO HIGH SCHOOL; AUDITORIUM @ PACIFIC HIGH SCHOOL AND LITTLE THEATER @ CAJON HIGH SCHOOL (ELECTRICAL UPGRADE)",#1-Certification & Close of File,School (K-12),$0.00,7/14/1999,See Appl. Notes Box,
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101406,04 101406,North Park Elem. School/san Bernardino City Unified School District.,ALTERATIONS TO 1 C.R. BUILDING (A-30454),#1-Certification & Close of File,School (K-12),$0.00,7/22/1999,"5378 North  ""h""  Street",San Bernardino
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101407,04 101407,Arrowhead Elementary School,ALTERATIONS TO ONE (1) CLASSROOM BUILDING (A-31898),#1-Certification & Close of File,School (K-12),"$291,532.23",7/22/1999,3825 Mount View,San Bernardino
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101412,04 101412,Silverado High School,RELOCATION OF 10 CLASSROOM BUILDINGS (24' X 40' RELOCATABLES - A-53739),#1-Certification & Close of File,School (K-12),"$135,000.00",7/22/1999,16500 Mojave Drive,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101415,04 101415,Yucaipa High School,Additions to 1-Agricultural Building,,School (K-12),$0.00,,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101453,04 101453,Pacific High School,RELOCATION OF 3 CLASSROOM BUILDINGS (24 X 40 RELOCATABLES- A-100690) AND RELATED WORK,#1-Certification & Close of File,School (K-12),"$90,531.53",8/5/1999,1020 Pacific Street,San Bernardino
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101495,04 101495,Golden Valley Middle School,CONSTRUCTION OF ONE (1) ADMINISTRATION/LIBRARY BUILDING AND ALTERATIONS TO ONE (1) BOYS/GIRLS TOILET BUILDING (A-52597),#1-Certification & Close of File,School (K-12),"$1,554,825.21",1/18/2000,3800 Waterman Avenue,San Bernardino
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101498,04 101498,Grandview Elem. School,ADDITIONS TO:  MAIN BUILDING(A-52201),,School (K-12),$0.00,,180 Grandview Avenue,Twin Peaks
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101556,04 101556,Silver Valley High School,ALTERATIONS TO TWO (2)  24 X 40 CLASSROOM BUILDINGS (RELOCATION) (A-48017),#1-Certification & Close of File,School (K-12),$0.00,9/9/1999,35484 Dagget / Yermo Rd.,Yermo
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101578,04 101578,Quail Valley Middle School,"Construction of 1-Gymnasium Building, 4-Classroom Buildings (Relocatable, PC#04-101055)",#1-Certification & Close of File,School (K-12),"$1,475,604.00",2/29/2000,10050 Arrowhead Rd.,Phelan
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101630,04 101630,Dunlap Elementary School,Construction of 1-Ball Wall,DSA 301P Notification of Requirement for Certification,School (K-12),$0.00,10/14/1999,"32870 Avenue ""e""",Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101642,04 101642,Quail Valley Middle School,"Construction of 2-Classroom Buildings (Relocatable, 24x40, PC#04-101055)",#1-Certification & Close of File,School (K-12),$0.00,10/21/1999,10050 Arrowhead Road,Phelan
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101693,04 101693,Brentwood Elementary School,"CONSTRUCTION OF SIX (6) CLASSROOM BUILDINGS (24 X 40 RELOCATABLE, PC-04-101268) AND 
ALTERATIONS OF TWO (2) CLASSROOM BUILDINGS (A-100140) AND ONE (1) CLASSROOM BUILDING (A-69370) (RELOCATION)",#1-Certification & Close of File,School (K-12),"$356,592.00",11/12/1999,13962 Hook Boulevard,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101705,04 101705,Cabrillo Elem. School,"ALTERATIONS TO: (2)C.R.BLDGS. ""C&D""(A-26694);(1) KIND. BLDG.""B""(A-26694); (1) ADMIN. BLDG. ""A"" (A-26694);FIRE ALARM SYSTEM FOR ENTIRE SITE",#1-Certification & Close of File,School (K-12),"$1,729,675.58",3/28/2000,1562 West 11th. St.,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101706,04 101706,Valencia Elem. School,"Alteration to TWO (2) CLASSROOM BUILDINGS C & E, ONE (1) KINDERGARTEN BUILDING B (A-26695), ONE (1) ADMINISTRATION BUILDING A (A-26695) AND FIRE ALARM SYSTEM FOR ENTIRE SITE",#1-Certification & Close of File,School (K-12),"$1,865,937.32",3/28/2000,541 West 22nd. St.,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101707,04 101707,Citrus Elem. School,Construction of ALTERATIONS TO:  (2) C.R. BLDGS.,#1-Certification & Close of File,School (K-12),"$1,884,267.81",3/28/2000,925 W. 7th. Street,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101708,04 101708,Baldy View Elem. School,Alteration to: ONE (1) CLASSROOM BUILDING (A) (A-11344); ONE (1)CLASSROOM BUILDING (D) (A-12895); TWO (2) CLASSROOM BUILDINGS (E&F) (A-14579); ONE (1) MULTI-PURPOSE BUILDING (G) (A-22391); ONE (1) KINDERGARDEN BUIL,#1-Certification & Close of File,School (K-12),"$1,058,265.28",5/17/2000,979 West 11th. Street,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101709,04 101709,Upland Elem. School,Alteration to TWO (2) CLASSROOM BUILDING (C&D) (A-2479); ONE (1) CLASSROOM/ADMINISTRATION BUILDING (B) (A-2479); ONE (1) AUDITORIUM BUILDING (A) (A-2479); FIRE ALARM SYSTEM FOR ENTIRE SITE,#1-Certification & Close of File,School (K-12),"$2,582,387.33",3/30/2000,601 North 5th. Street,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101710,04 101710,Foothill Knolls Elem. School,Construction of ALTERATIONS TO: (4) C.R. BLDGS.:,#1-Certification & Close of File,School (K-12),"$662,307.20",6/2/2000,1245 Veterans Drive,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101711,04 101711,Sierra Vista Elem. School,"Alteration to: KINDERGARTEN BUILDING (B); CLASSROOM BUILDINGS (A,C,E,& F); ADMINISTRATION BUILDING (D); MULTI-PURPOSE BUILDING (G)",#1-Certification & Close of File,School (K-12),"$1,494,939.53",6/2/2000,253 East 14th. Street,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101712,04 101712,Sycamore Elem. School,"Alteration to C.R. BLDGS C,D & E, ADMIN./LIB/KIT BLDG. A, K.G. BLDG B (ALL BLDGS A# 24906)",#1-Certification & Close of File,School (K-12),"$1,809,017.75",7/10/2003,1075 West 13th. Street,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101713,04 101713,Magnolia Elem. School,Construction of ALTERATIONS TO: C.R. BLDGS.:,#1-Certification & Close of File,School (K-12),"$906,499.99",4/12/2000,405 West 15th. Street,Upland
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101737,04 101737,Colton High School,Construction of CONSTRUCTION OF:  SCHOOL I. D.  POLE SIGN  ( FREE STANDING ),,School (K-12),$0.00,,,
