Link,DSA AppId,Project Name,Project Scope,Project Cert Type,Project Type,Final Project Cost,Approved Date,Address,City
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=123604,04 123604,Competitive Edge Charter Academy (ceca),Construction of 1-Perimeter Fencing,,School (K-12),$0.00,9/17/2024,34450 Stonewood Drive,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100950,04 100950,Dunlap Elem. School,"ALTERATIONS TO BUILDING ""B"" - REPLACE SWITCHGEAR (A-10413)",1 YR VOID,School (K-12),$0.00,1/21/1999,Dunlap Avenue & Yucaipa,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101630,04 101630,Dunlap Elementary School,Construction of 1-Ball Wall,DSA 301P Notification of Requirement for Certification,School (K-12),$0.00,10/14/1999,"32870 Avenue ""e""",Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=102386,04 102386,Dunlap Elementary School,Alteration to ONE (1) ADM BLDG ('A'-#21633); (1) MP BLDG ('F'-#10417); (1) CR BLDG ('C'-#10412); (1) CR BLDG ('G'-#21633); (1) LIB BLDG (A-68332); ADA UPGRADE,#3-Close of File w/o Certification - Exceptions,School (K-12),"$145,444.00",7/13/2000,32870 Ave 'e',Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105536,04 105536,Dunlap Elementary School,"Alteration to C.R. BLDGS 'C1','C2','D','E' M.P.BLDG. 'F' ADMIN/KIDER. BLDG.'A/B' A-48803. RELOC C.R. BLDGS 'P1','P2'.'P3',A-42595, 'P4','P5','P6' A-48960 'P7','P8','P9','P10','P11' A-50730",#1-Certification & Close of File,School (K-12),"$61,000.00",11/4/2003,32870 Avenue,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=119339,04 119339,Dunlap Elementary School,"Construction of 1-Sidewalk, Curb ramps, Driveways, Curb and Gutter",,School (K-12),$0.00,6/10/2020,32870 Avenue E,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107082,04 107082,Dunlap Elementary School,"Alteration to K.G BLDG UNIT B AND C.R. UNIT G (BOTH BLDGS. A#21633, 48803) , RELOCATABLE C.R. BLDG (RM 16) (A# 48960) ADA SITE WORK",,School (K-12),$0.00,9/26/2005,32870 Avenue,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124280,04 124280,Dunlap Elementary School,Construction of 2-Solar Panel Structures,,School (K-12),$0.00,2/27/2025,32870 Avenue E,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=108491,04 108491,Elementary School # 8  /  Yucaipa-Calimesa Jt. Usd.,"Construction of 1 - Admin. Bldg 'A', 1 - K.G. Bldg 'B', 4 - C.R. Bldg/s 'C', 'D', 'E', 'H',, 1 - M.P. Bldg 'F', 1 - Library Bldg 'G', 1 - Lunch Shelter, 1- Shade Struct, Walkway Covers and Sitework.",#1-Certification & Close of File,School (K-12),"$20,393,836.50",7/17/2007,Cramer Rd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=102529,04 102529,Green Valley Continuation High School,Construction of ALTERATIONS TO: 1 C.R./ADMIN. BLDG,#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$272,000.00",3/15/2001,35912 Avenue,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105770,04 105770,Green Valley Continuation School,,,School (K-12),$0.00,,35912 Avenue,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124322,04 124322,Green Valley High School,Alterations to 1-Parking Lot (EV Charging Station); Construction of 4-Solar Panel Structure,,School (K-12),$0.00,2/7/2025,35948 Susan St,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=103864,04 103864,Junior / Senior High School # 2  -   Yucaipa-Calimesa Jt. Usd,"Construction of ONE GYM. BLDG (A); ONE ADMIN/LIB/MP/KIT BLDG (B); EIGHT C.R. BLDGS (C, C1, D, E, F. F-1, G, & H);TWO LUNCH/SEATING CANOPY STRUCT.; COVERED WALKWAY; TRASH & TRANSF. ENCL.; AND SITEWORK.",#1-Certification & Close of File,School (K-12),"$1,218,092.27",6/20/2002,Covington Ranch Property With Northeast Corner,Calimesa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105121,04 105121,Meadow Creek Elementary School,"Construction of (2) , Shade Structure/s,",#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$30,000.00",,34450 Stonewood Drive,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=108144,04 108144,Meadow Creek Elementary School,Construction of (3) 24x40 RELOC CR BLDGS PC-04-104778,#1-Certification & Close of File,School (K-12),"$138,500.00",6/26/2006,34450 Stonewood Dr.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=113748,04 113748,Mesa View Middle School,Alterations to 1-Classroom Building J (A#04-103864) / Restroom Signage Only; Construction of 1-Site Improvements (STEM Outdoors Physics Courtyard),,School (K-12),$0.00,7/15/2014,800 Mustang Way,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=123609,04 123609,Mesa View Middle School,Construction of 1-Perimeter Fencing and Access Gates,,School (K-12),$0.00,8/22/2024,800 Mustang Way,Calimesa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124297,04 124297,Mesa View Middle School,Construction of 6-Solar Panel Structures,,School (K-12),$0.00,,800 Mustang Way,Calimesa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=104559,04 104559,Modular Adult Ed. Fac. /  Yucaipa-Calimesa Jt. Usd,Construction of (1) 48X40 RELOC CR BLDG (PC-04-101268),#1-Certification & Close of File,School (K-12),"$187,229.00",8/29/2002,12792 Third St.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124323,04 124323,Oak View High School,Construction of 6-Solar Panel Structures (Ground Mounted),,School (K-12),$0.00,2/6/2025,12358 Sixth St,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=114415,04 114415,Oakview Education Center,Construction of 1-Walk In Cold Storage Unit,,School (K-12),$0.00,11/24/2015,12358 6th Avenue,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=117208,04 117208,Park View Middle School,Construction of 1-Baseball Field Scoreboard,#1-Certification & Close of File,School (K-12),"$18,770.00",3/15/2018,34875 Tahoe Drive,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124279,04 124279,Park View Middle School,Alterations to 1-Parking Lot #1 (EV charging Stations); Construction of 4-Solar Panel Structures,,School (K-12),$0.00,1/30/2025,34875 Tahoe Dr,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=119004,04 119004,Parkview Middle School,"Alterations to 1-Administration Building A/ Fire Alarm upgrade, 1-C.R./Multi-purpose Building E/ Fire Alarm upgrade, 2-Classroom Buildings (Relocatable)47 and 48 / Fire Alarm upgrade, 9-Classroom Buildings: B, C, D, F, G, H, J, K, L/ Fire Alarm upgrade",#1-Certification & Close of File,School (K-12),"$657,990.00",6/22/2020,34875 Tahoe Dr,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=104260,04 104260,Parkview Middle School,"Alteration to C.R. BLDGS. C,D,F-H,J-L (A#53265),ADMIN. BLDG. A (A#53265),MEDIA CTR. BLDG. B (A#53265),M.P. BLDG. E (A#53265)",#1-Certification & Close of File,School (K-12),"$647,283.00",8/27/2002,34875 Tahoe Drive.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100894,04 100894,Parkview Middle School,Construction of CONSTRUCTION OF:  PREMANUFACTURED BUS SHELTER,,School (K-12),$0.00,,34875 Tahoe Dr.,"Yucaipa Cal.,"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=104259,04 104259,Ridgeview Elem. School,"Alteration to: C.R. BLDG. C-F (A#67959), K.G. BLDG. B (A#67959), M.P./LIB./ADMIN BLDG. A (A#67959)",#1-Certification & Close of File,School (K-12),"$336,191.00",1/30/2003,11021 Sunnyside Dr.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124163,04 124163,Ridgeview Elementary School,Construction of 3-Solar Panel Structures,,School (K-12),$0.00,12/19/2024,11021 Sunnyside Dr.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=116407,04 116407,Ridgeview Elementary School,"Alterations to 1-Multi-purpose Building A, 1-Kindergarten Building B, 4-Classroom Buildings C, D, E, F, 1-Toilet Building G, 4-Classroom/Toilet Buildings (Relocatable) H, 3-Classroom Buildings (Relocatable) K, 3-Classroom Buildings (Relocatable) J, 5-Classroom Buildings (Relocatable) 'Portables'",#1-Certification & Close of File,School (K-12),"$260,699.00",9/20/2017,11021 Sunnyside Drive,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107314,04 107314,Valley Elementary School,"Construction of 1 - Ramp at (E) Relocatable C.R. Bldg, 1 - Ball Wall (PC",#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$22,000.00",8/22/2005,12333 Eighth Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124164,04 124164,Valley Elementary School,Construction of 2-Solar Panel Structures,,School (K-12),$0.00,12/19/2024,12333 Eighth St,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=102816,04 102816,Valley Elementary School,"Alterations to 2-Classroom Buildings B (A#25370) & C (A#31488), 1-Kindergarten Building (A#25370), 14-Relocatable Classroom Buildings 1-3 (A#47472), 4-5, (A#49254), 6 (A#04-100765), 7 (A#50730), 8 (A#52144), 9-11 (A#49294), 12-14 (A#50730), 1-Relocatable Toilet Building 15 (A#50958), 1-Administration Building A (A#25370), 1-Multi-purpose Building (A#04-102532)",DSA 301P Notification of Requirement for Certification,School (K-12),"$494,228.98",6/15/2001,12333  8th.street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105769,04 105769,Valley Elementary School,,,School (K-12),$0.00,,12333 Eight Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=102532,04 102532,Valley Elementary School,CONSTRUCTION OF:  M.P.  BLDG.,#1-Certification & Close of File,School (K-12),"$1,837,805.21",3/14/2001,12333 8th. Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100765,04 100765,Valley Elementary School,ALTERATIONS TO ONE 24 X 40 CLASSROOM BUILDING (RELOCATION) FROM STOCKPILE A-04-100263,#1-Certification & Close of File,School (K-12),"$8,900.00",11/6/1998,12333 8th Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107357,04 107357,Various /  Yucaipa-Calimesa Joint Usd,Construction of (1)SHADE STRUCTURE 24'X36' AT CALIMESAELEM AND (1) SHADE STRUCTURE 24X36 AT VALLEY ELEM.,#1-Certification & Close of File,School (K-12),"$65,900.00",10/4/2005,Calimesa Elem) 13523 Second Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105557,04 105557,Various /  Yucaipa-Calimesa Jt. Usd,Relocation of (3)RELOCATABLE CR (24'X40') BLDGS (A# 56013) @ PARKVIEW MIDDLE SCHOOL; (1)RELOCATABLE CR (24'X40') BLDG (A# 62068) @ DUNLAP ELEMENTARY SCHOOL; & RELATED SITE WORK.,#1-Certification & Close of File,School (K-12),"$138,000.00",9/11/2003,Dunlap Elem) 32870 Ave.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100145,04 100145,Various/yucaipa-Calimesa Joint Unified School District,"CONSTRUCTION OF: 8 CR BLDGS(RELOCATABLE) PC-253
6@RIDGEVIEW;2@PARKVIEW ES",#1-Certification & Close of File,School (K-12),"$380,073.00",3/10/1998,"11021 Sunnyside Dr., 34875  Tahoe Dr.",Yucaipa Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105571,04 105571,Wildwood Elementary School,Construction of 2-Shade Structures (PC # 04-104776),#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$11,250.00",12/25/2003,35948 Susan St.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=123676,04 123676,Wildwood Elementary School,"Alterations to 1-Site Improvement, 1-Multi-purpose & Kitchen  Building B (add exterior freezer and storage box)",,School (K-12),$0.00,11/12/2024,35979 Susan St,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124321,04 124321,Wildwood Elementary School,Alterations to 1-Parking Lot (EV Charging Station); Construction of 1-Solar Panel Structure,,School (K-12),$0.00,2/6/2025,35972 Susan St,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=103003,04 103003,Wildwood Middle School,Construction of 1 BOYS LOCKER BLDG (RELOCATABLE) INCREMENT2 Alteration to CR/ART CLASSROOM BLDNG; NURSE BLDG(B); ADMINISTRATION BUILDING (D); ATTENDENCE/ STUDENT BUILDING (E); GIRLS LOCKER BLDG;SCIENCE BLDG(F);INCREMENT1,#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$621,864.00",4/1/2001,Corner Of Susan Street And Holmes Treet,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=122256,04 122256,Yucaipa Adult Education,"Alterations to 1-Office Building 1 (Restroom Upgrade); Construction of 1-Classroom Building  (Relocatable, PC04-121111))",,School (K-12),$0.00,5/19/2023,"12358 6th Street, #b",Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107278,04 107278,Yucaipa Elementary School,"Alteration to THREE (3) CR BLDGS (A-21632) & SITE WORK KINDER GARTEN (A-6115,9624)",,School (K-12),$0.00,11/30/2005,12374 California Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=105535,04 105535,Yucaipa Elementary School,"Alteration to C.R.BLDGS 'A','B','C','D','E','F','G','J','L','N' & M.P.BLDG'M' KITCHEN'H',TOILET BLDG 'Q','R' ALL A-48805. RELOC C.R. BLDGS'P1','P2','P3'A-47044 & RELOC C.R. BLDGS'P4','P5','P6','P7'A-48960",#1-Certification & Close of File,School (K-12),"$61,000.00",11/4/2003,12375 California Street,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=106201,04 106201,Yucaipa Elementary School,"Alteration to TOILET BLDGS R & S, C/R. BLDG D (ALL BLDGS A# 04-48803)",,School (K-12),$0.00,9/28/2006,13523 Second St.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=104258,04 104258,Yucaipa High School,Alterations to 1-Chiller Building (A#25365),#1-Certification & Close of File,School (K-12),"$450,000.00",8/27/2002,3300 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100673,04 100673,Yucaipa High School,Construction of 1-Lunch/Shade Structure,,School (K-12),$0.00,8/27/1998,33000 Yucaipa Blvd.,Yucaipa Cal.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100689,04 100689,Yucaipa High School,"Relocation of 6-Classroom Buildings (Relocatable, A#65965)",#1-Certification & Close of File,School (K-12),"$118,868.53",9/11/1998,33000 Yucaipa Blvd.,"Yucaipa, Ca"
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=100819,04 100819,Yucaipa High School,"Alterations to 2-Locker Room Buildings A & B (A#27618); Construction of 2-Swimming Pools & Site Improvements, 1-Pool Mechanical Building C",,School (K-12),$0.00,7/6/1999,33000 Yucaipa Blvd.,Yucaipa Ca.
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=101415,04 101415,Yucaipa High School,Additions to 1-Agricultural Building,,School (K-12),$0.00,,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=102538,04 102538,Yucaipa High School,"Construction of 1-Classroom Building Q, 1-Gymnasium/Dance Building T",#1-Certification & Close of File,School (K-12),"$4,715,817.57",3/23/2001,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107624,04 107624,Yucaipa High School,Construction of 1-9.5'x4.25' Illuminated Pole Sign,#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$52,000.00",1/27/2006,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=109673,04 109673,Yucaipa High School,"Synthetic Playfield, Accessible Path-of-travel, Parking Lot and Restroom Upgrades",,Access Compliance Only - NOT K-14,$0.00,4/1/2009,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=110702,04 110702,Yucaipa High School,Construction of 1-Light/Cellular Pole & Enclosure,#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$214,000.00",7/6/2010,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=110967,04 110967,Yucaipa High School,"Relocation of 12-Classroom Buildings [24' x 40 Relocatable (2) from A57970; 3 from A47044; (1) from A48960; (3) from A50958; (2) from A56013; (1) from A63451], 1-Toilet Building (12' x 24' Relocatable from A50958)",#2-Certification & Close of File Per EDU Code 17315(b) OR 81147(b),School (K-12),"$510,086.69",4/9/2010,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=111094,04 111094,Yucaipa High School,Alterations to 1-Classroom Building C (A#58492),#1-Certification & Close of File,School (K-12),"$454,419.63",12/29/2010,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=112628,04 112628,Yucaipa High School,Alterations to 1-Toilet Building at Track; Construction of 1-Sport Field Running Track,#1-Certification & Close of File,School (K-12),"$769,500.00",1/9/2013,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=112999,04 112999,Yucaipa High School,"Construction of 1-Bleacher, 1-Site Improvement (Ramp/Retaining Wall)",#1-Certification & Close of File,School (K-12),"$869,255.00",10/8/2013,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=117259,04 117259,Yucaipa High School,Construction of 1-Scoreboard at Football Field (PC#04-116017),#1-Certification & Close of File,School (K-12),"$124,730.00",3/29/2018,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=115078,04 115078,Yucaipa High School,Construction of 1-Scoreboard,#1-Certification & Close of File,School (K-12),"$38,000.00",4/11/2017,33000 Yucaipa Blvd.,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=122873,04 122873,Yucaipa High School,"Alterations to 1-Softball Field, Batting Cages, Existing Restrooms (Restroom/Snack Bar Building); Construction of 1-Bleacher",,School (K-12),$0.00,7/17/2024,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=123034,04 123034,Yucaipa High School,"Alterations to 1-Concession Building (Restrooms), 1-Site Improvement; Construction of 1-Weight Room Building  (Relocatable)",,School (K-12),$0.00,6/26/2024,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=123592,04 123592,Yucaipa High School,Construction of 1-Site Improvement/Perimeter Fencing,,School (K-12),$0.00,8/21/2024,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=123682,04 123682,Yucaipa High School,Alterations to 1-Multi-purpose Building N (Kitchen),,School (K-12),$0.00,11/12/2024,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124233,04 124233,Yucaipa High School,"Alterations to 1-Central Plant Building B, 3-Classroom Buildings A, E, & I (HVAC)",,School (K-12),$0.00,,12797 3rd St,Los Angeles
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=119542,04 119542,Yucaipa High School,Construction of 1-Cell Tower/Telecommunication Facility,#1-Certification & Close of File,School (K-12),"$367,410.00",1/5/2021,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=121508,04 121508,Yucaipa High School,"Alterations to 1-Gymnasium Building L (HVAC upgrade), 2-Locker Buildings J & K (HVAC upgrade); Construction of 1-Equipment Courtyard",DSA 301P Notification of Requirement for Certification,School (K-12),"$3,015,350.00",1/4/2023,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=124426,04 124426,Yucaipa High School,"Alterations to 1-Site Improvement, 1-Bleacher (lighting), 2-Light Poles (sports); Construction of 2-Light Poles (sports)",,School (K-12),$0.00,,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=103298,04 103298,Yucaipa High School Modernization,"Alterations to 1-Mechanical Building B (A#58495), 1-Shop Building H (A#58495), 1-Library Building I (A#58495), 2-Locker Room Buildings J & K (A#29562), 1-Gymnasium Building L (A#29562), 10-Classroom Buildings  (Relocatable, 8-A#69565, 2-A#25011), 6-Classroom Buildings A, C, D, E, F & G (A#58495); Construction of 1-Elevator Building & Site Improvements",#1-Certification & Close of File,School (K-12),"$6,175,326.07",11/7/2001,33000 Yucaipa Blvd,Yucaipa
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=106394,04 106394,Yucaipa Intermediate School,Construction of SHADE STRUCTURE Alteration to PARKING LOTS 1 AND 2,#1-Certification & Close of File,School (K-12),"$28,500.00",5/5/2005,12358 Sixth Street,Yucaipa
