Link,DSA AppId,Project Name,Project Scope,Project Cert Type,Project Type,Final Project Cost,Approved Date,Address,City
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107194,04 107194,Seneca Road Elementary School,Construction of (1) ADMIN./M.P./KITCH./K.G./LIB./COMPUTER LAB BLDG. ; SITE WORK,#1-Certification & Close of File,School (K-12),"$17,958,066.19",2/15/2006,Southest Corner Of Seneca & Mojave Roads,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107232,04 107232,Liberty Elementary School Additional Portables And Fire Lane,Construction of (3)RELOCATABLE(24X40)CR BLDGS -PC#04-104801; & RELATED SITE WORK.,#1-Certification & Close of File,School (K-12),"$259,112.50",7/28/2005,12900 Amethyst Road,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107233,04 107233,Galileo 101 Elementary School,Construction of (2)RELOCATABLE(72X40)CR BLDGS-BASED ON PC#04-104801; (1)RELOCATABLE(12X40)TOILET BLDG-BASED ON PC#04-104800; WALKWAY COVER-PC#04-105869; & RELATED SITE WORK. Alteration to (1)CR BLDG -A#04-103153.,#1-Certification & Close of File,School (K-12),"$1,416,501.00",7/28/2005,17000 Silica Road,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107245,04 107245,Forecast Elementary School,Construction of ONE (1) 120X40 RELOC M.P. BLDG (BASED ON PC-04-104778 W/ NONSTRUCTURAL CHANGES),#1-Certification & Close of File,School (K-12),"$645,000.00",10/27/2005,Southeast Corner Of Vista Verde Dr & Fern Pine Rd,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107396,04 107396,Parkview Elementary School,Construction of 2 CR BLDGS PC4-104801; SITEWORK;,#1-Certification & Close of File,School (K-12),"$814,917.88",8/25/2005,13427 Cahuenga Street,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107749,04 107749,Brentwood Elementary School,Construction of (1) Restroom Bldg. (PC A04-104780),#1-Certification & Close of File,School (K-12),"$308,285.51",3/1/2006,13962 Hook Blvd,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107842,04 107842,Forecast Elementary School,Construction of 13 - Relocatable C.R. Bldg/s (per PC# 4-104778),#1-Certification & Close of File,School (K-12),"$1,551,812.00",2/28/2006,Southeast Corner Of Vista Verde Dr. & Fern Pine Rd,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107933,04 107933,Irwin Elementary School,Construction of 3 - Relocatable C.R. Bldg/s(PC04-104778) Alteration to 1 - C.R. Bldg/s (F:A#66109),#1-Certification & Close of File,School (K-12),"$321,241.51",4/6/2006,15907 So. Mojave Dr.,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107934,04 107934,Mojave Vista Elementary School,"Construction of 6 - Relocatable C.R. Bldg/s(PC 04-104778), 1 - Toilet Bldg(PC 04-104780), Site improvements Alteration to 1 - C.R. Bldg/s 300(A#49314)",#1-Certification & Close of File,School (K-12),"$1,131,617.92",4/13/2006,16100 Burnwood Avenue,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107952,04 107952,Lomitas Elementary School,"Construction of MISCELLANEOUS SITE WORK, INSTALLATION OF IRRIGATION SYSTEM AND LANDSCAPE",#1-Certification & Close of File,School (K-12),"$331,000.00",4/18/2006,12571 First Avenue,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=107961,04 107961,Academy School  /  Irwin Elementary School,Construction of 1 - M.P. Bldg.,#1-Certification & Close of File,School (K-12),"$5,591,629.73",9/27/2006,14907 / 15907 So. Mojave Dr.,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=108066,04 108066,Pinon Hills Elementary School,Construction of 1 - Shade Structure (PC 04-104883),#1-Certification & Close of File,School (K-12),"$19,500.00",5/22/2006,878 Mono Rd.,Pinon Hills
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=108177,04 108177,Green Tree East Elementary School,Construction of 4 CR LDGS PC4-104778; 2 TOILET BLDGS PC4-104780;,#1-Certification & Close of File,School (K-12),"$802,537.00",7/20/2006,17246 Gibralter Dr.,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=108180,04 108180,Puesta Del Sol Elementary,Construction of 4 CR BLDGS PC4-104788; 1 TOILET BLDG PC4-1047801; ALL RELOS; SITEWORK;,#1-Certification & Close of File,School (K-12),"$993,785.06",9/15/2006,15887 Academy Street,Victorville
https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=04&AppId=108349,04 108349,Eagle Summit Community Day School,"Construction of 4 - Relocatable C.R. Bldg/s (1-PC 04-104778, 3-PC 04-104780), 1 - Relocatable Toilet Bldg. (PC 04-104780)",#1-Certification & Close of File,School (K-12),"$1,453,277.00",10/12/2006,3850 Trinity Rd.,Phelan
